3.358333969116210938e+01 6.050078348256592164e+01 2.215462870920919158e+01
3.301528167724609375e+01 5.868174249974146051e+01 2.488482431882026802e+01
3.314287567138671875e+01 5.711217100887986931e+01 2.318130730658986494e+01
3.272230148315429688e+01 5.751510181481867789e+01 2.635137501392401305e+01
3.310746002197265625e+01 5.878453756561196997e+01 2.534641749980223224e+01
3.258030700683593750e+01 5.914617626850387921e+01 2.467524787188587965e+01
3.279390716552734375e+01 5.777635010361458257e+01 2.854227029329109300e+01
3.247516632080078125e+01 5.722217122045021398e+01 2.337275943262437039e+01
3.264094543457031250e+01 5.911267150283542549e+01 2.666353747721461076e+01
3.252617645263671875e+01 5.893685879417516560e+01 2.422278807184854799e+01
3.230451965332031250e+01 5.924805423327432408e+01 1.986824759191911483e+01
3.269293212890625000e+01 5.772060987281947320e+01 2.549885417552857092e+01
3.276235580444335938e+01 5.789718290591912364e+01 1.921809666910025882e+01
3.226457595825195312e+01 6.136974470152800620e+01 1.898943817123475597e+01
3.311278152465820312e+01 5.810094567613249694e+01 1.966935973867020238e+01
3.258842849731445312e+01 5.996660460973057383e+01 1.619325167265779442e+01
3.273280334472656250e+01 5.793098496091807448e+01 2.565214959294673491e+01
3.282769012451171875e+01 5.967594998044059196e+01 2.171072771525908962e+01
3.287882995605468750e+01 5.741199350327651274e+01 2.615571146825643822e+01
3.344659423828125000e+01 5.862448449619857627e+01 3.021244713272632509e+01
3.336649322509765625e+01 5.791468930952829908e+01 2.186997657831300401e+01
3.293471145629882812e+01 5.809540203980395745e+01 2.043032620975192160e+01
3.330122375488281250e+01 6.150350932750963295e+01 2.586623135665359996e+01
3.287956619262695312e+01 5.743894689385250274e+01 2.323383013138884223e+01
3.376807022094726562e+01 5.831430516548403631e+01 2.618062268681942939e+01
3.370726013183593750e+01 5.615922319727117440e+01 2.713119575302625108e+01
3.431216812133789062e+01 5.509788399531368697e+01 2.783515398498371596e+01
3.351643753051757812e+01 5.616802622829098368e+01 2.452744125512296591e+01
3.289389038085937500e+01 5.656544544305465649e+01 2.288278273526823980e+01
3.253808975219726562e+01 5.635462185483036990e+01 2.515006468006085782e+01
3.316870880126953125e+01 5.765042878515695435e+01 2.620710969336592200e+01
3.262218093872070312e+01 5.794121721267650571e+01 2.641951317569692392e+01
3.304592514038085938e+01 5.771864175732574864e+01 2.063621050086914366e+01
3.248928451538085938e+01 5.737805135000733969e+01 2.048125870231331191e+01
3.286286163330078125e+01 5.689751121084356100e+01 2.261569994327632571e+01
3.339981842041015625e+01 5.599360770232154039e+01 2.189277693350895149e+01
3.340264511108398438e+01 5.528782390513732992e+01 2.485159737661463097e+01
3.360167312622070312e+01 5.574101050983311012e+01 2.271075536403726502e+01
3.368825531005859375e+01 5.757471574029688099e+01 1.942322801046055503e+01
